VendorName,TotalPurchaseDollars,PurchaseContribution
PALM BAY INTERNATIONAL INC,5361.119999999996,0.001744368982492407
ULTRA BEVERAGE COMPANY LLP,5354.640000000002,0.0017422605590647385
M S WALKER INC,5354.6,0.001742247544105308
MARTIGNETTI COMPANIES,5348.48,0.0017402562553125083
VINILANDIA USA,5339.039999999997,0.0017371847248870125
Dunn Wine Brokers,5334.84,0.001735818154146857
ULTRA BEVERAGE COMPANY LLP,5334.739999999996,0.0017357856167482806
PERFECTA WINES,5331.799999999999,0.0017348290172301722
PINE STATE TRADING CO,5328.359999999997,0.0017337097307191858
CONSTELLATION BRANDS INC,5320.000000000009,0.0017309896041983067
MARTIGNETTI COMPANIES,5316.159999999999,0.0017297401680930174
MARTIGNETTI COMPANIES,5311.620000000001,0.001728262970197706
FREDERICK WILDMAN & SONS,5303.320000000001,0.001725562366115968
ULTRA BEVERAGE COMPANY LLP,5299.92,0.0017244560945644124
E & J GALLO WINERY,5298.179999999992,0.001723889943829202
E & J GALLO WINERY,5297.880000000002,0.00172379233163348
LUXCO INC,5290.729999999996,0.0017214659076353544
VRANKEN AMERICA,5288.009999999998,0.0017205808903941109
MARTIGNETTI COMPANIES,5287.4600000000055,0.0017204019347019496
ULTRA BEVERAGE COMPANY LLP,5280.280000000002,0.0017180657494842524
PERNOD RICARD USA,5278.770000000001,0.0017175744347657671
BACARDI USA INC,5269.600000000002,0.001714590755316426
PINE STATE TRADING CO,5268.939999999998,0.0017143760084858285
STE MICHELLE WINE ESTATES,5267.869999999996,0.0017140278583210738
M S WALKER INC,5262.610000000004,0.001712316391156023
MARTIGNETTI COMPANIES,5259.870000000003,0.0017114248664350633
M S WALKER INC,5246.099999999997,0.0017069444666512625
M S WALKER INC,5245.360000000002,0.0017067036899018084
M S WALKER INC,5242.700000000004,0.0017058381950997097
PERNOD RICARD USA,5236.920000000001,0.0017039575334620643
STATE WINE & SPIRITS,5234.880000000005,0.0017032937705311324
PERFECTA WINES,5233.2,0.0017027471422350682
MARTIGNETTI COMPANIES,5228.099999999997,0.001701087734907734
VINILANDIA USA,5225.040000000004,0.001700092090511337
CAMPARI AMERICA,5223.480000000003,0.0016995845070935643
VINEYARD BRANDS INC,5219.969999999999,0.001698442444403575
MARTIGNETTI COMPANIES,5219.340000000001,0.0016982374587925521
DIAGEO NORTH AMERICA INC,5215.119999999996,0.0016968643805726788
REMY COINTREAU USA INC,5213.599999999998,0.001696369812114337
PERFECTA WINES,5208.429999999997,0.001694687628608001
CONSTELLATION BRANDS INC,5200.380000000003,0.001692068368022703
MARTIGNETTI COMPANIES,5197.600000000002,0.0016911638283423137
PINE STATE TRADING CO,5196.619999999995,0.0016908449618362748
TRINCHERO FAMILY ESTATES,5175.900000000001,0.0016841032128515042
STE MICHELLE WINE ESTATES,5173.2,0.0016832247030899746
TRINCHERO FAMILY ESTATES,5167.999999999999,0.0016815327583640661
MARTIGNETTI COMPANIES,5167.950000000003,0.00168151648966478
PERFECTA WINES,5161.679999999998,0.001679476394774116
E & J GALLO WINERY,5160.610000000005,0.0016791282446093642
HEAVEN HILL DISTILLERIES,5158.4,0.0016784091681008517
M S WALKER INC,5150.9800000000005,0.0016759948931265752
E & J GALLO WINERY,5149.319999999999,0.001675454772310227
MOET HENNESSY USA INC,5148.78,0.0016752790703579215
M S WALKER INC,5147.0999999999985,0.0016747324420618584
VRANKEN AMERICA,5137.120000000002,0.0016714852096840589
OLE SMOKY DISTILLERY LLC,5135.549999999999,0.001670974372526428
WILLIAM GRANT & SONS INC,5133.149999999998,0.0016701934749606237
MARTIGNETTI COMPANIES,5131.280000000007,0.0016695850256072714
MARTIGNETTI COMPANIES,5127.2,0.0016682574997454029
CONSTELLATION BRANDS INC,5123.879999999984,0.0016671772581127024
PERFECTA WINES,5119.800000000007,0.0016658497322508434
STE MICHELLE WINE ESTATES,5119.519999999998,0.0016657586275348303
JIM BEAM BRANDS COMPANY,5118.680000000004,0.0016654853133868009
ALISA CARR BEVERAGES,5117.039999999999,0.0016649517000501667
PINE STATE TRADING CO,5111.460000000004,0.0016631361132096744
FULCHINO VINEYARD INC,5110.479999999999,0.0016628172467036363
BANFI PRODUCTS CORP,5109.800000000003,0.0016625959923933266
CONSTELLATION BRANDS INC,5104.0199999999895,0.0016607153307556784
PSP WINES,5100.0,0.0016594073273329603
ULTRA BEVERAGE COMPANY LLP,5083.289999999998,0.0016539703280310512
PINE STATE TRADING CO,5081.840000000001,0.0016534985357517125
BACARDI USA INC,5081.580000000004,0.001653413938515418
CRUSH WINES,5079.599999999999,0.0016527696980236284
ULTRA BEVERAGE COMPANY LLP,5076.150000000001,0.001651647157772786
M S WALKER INC,5071.600000000001,0.0016501667061376165
SOUTHERN GLAZERS W&S OF NE,5064.599999999999,0.001647889088237355
PERFECTA WINES,5064.300000000003,0.0016477914760416306
PERFECTA WINES,5061.6900000000005,0.001646942249938818
ULTRA BEVERAGE COMPANY LLP,5050.870000000001,0.0016434217034129864
SOUTHERN WINE & SPIRITS NE,5046.88,0.0016421234612098376
ULTRA BEVERAGE COMPANY LLP,5046.299999999999,0.0016419347442981015
BANFI PRODUCTS CORP,5046.000000000005,0.0016418371321023776
PERFECTA WINES,5045.02,0.0016415182655963399
PINE STATE TRADING CO,5034.629999999999,0.0016381376298843808
PINE STATE TRADING CO,5028.480000000001,0.0016361365798720092
CAMPARI AMERICA,5025.980000000003,0.001635323144907631
PERFECTA WINES,5019.600000000002,0.0016332472588785358
PINE STATE TRADING CO,5017.199999999999,0.0016324663613127308
PINE STATE TRADING CO,5006.120000000002,0.0016288612175506044
FREDERICK WILDMAN & SONS,4999.219999999999,0.0016266161370489178
PINE STATE TRADING CO,4996.850000000002,0.0016258450007026878
BROWN-FORMAN CORP,4987.84,0.0016229133810910655
PERFECTA WINES,4984.4000000000015,0.0016217940945800805
MARTIGNETTI COMPANIES,4982.039999999999,0.0016210262119737062
SOUTHERN WINE & SPIRITS NE,4981.200000000001,0.0016207528978256752
DIAGEO CHATEAU ESTATE WINES,4980.059999999997,0.0016203819714819172
CONSTELLATION BRANDS INC,4974.120000000002,0.0016184492500065544
MARTIGNETTI COMPANIES,4957.199999999999,0.001612943922167637
JIM BEAM BRANDS COMPANY,4948.020000000006,0.00160995698897844
STATE WINE & SPIRITS,4947.88,0.0016099114366204333
M S WALKER INC,4932.15,0.0016047933038245608
MARTIGNETTI COMPANIES,4929.829999999997,0.0016040384361776163
M S WALKER INC,4924.989999999995,0.0016024636260865783
ULTRA BEVERAGE COMPANY LLP,4924.5599999999995,0.0016023237152727064
PERFECTA WINES,4921.839999999998,0.0016014386980314618
STE MICHELLE WINE ESTATES,4919.810000000003,0.0016007781888403877
M S WALKER INC,4912.279999999994,0.0015983281227276757
PERFECTA WINES,4909.8,0.0015975211952430138
OLE SMOKY DISTILLERY LLC,4906.44,0.001596427938650888
E & J GALLO WINERY,4906.279999999999,0.0015963758788131678
PERFECTA WINES,4897.3200000000015,0.0015934605279008345
MARTIGNETTI COMPANIES,4896.68,0.0015932522885499533
MARTIGNETTI COMPANIES,4888.939999999999,0.0015907338939002355
M S WALKER INC,4888.519999999998,0.0015905972368262197
PINE STATE TRADING CO,4885.65,0.001589663413487113
M S WALKER INC,4885.040000000002,0.0015894649353558057
CANDIA VINEYARDS,4882.900000000003,0.0015887686350262976
MARTIGNETTI COMPANIES,4881.21,0.0015882187529903764
SAZERAC CO INC,4880.76,0.0015880723346967881
ULTRA BEVERAGE COMPANY LLP,4866.75,0.001583513845156409
ULTRA BEVERAGE COMPANY LLP,4863.810000000007,0.0015825572456383014
SOUTHERN WINE & SPIRITS NE,4862.850000000002,0.0015822448866119785
E & J GALLO WINERY,4862.339999999999,0.001582078945879244
CONSTELLATION BRANDS INC,4860.9800000000005,0.0015816364372586223
MARTIGNETTI COMPANIES,4860.1799999999985,0.0015813761380700205
CONSTELLATION BRANDS INC,4858.999999999996,0.0015809921967668331
BANFI PRODUCTS CORP,4855.199999999999,0.001579755775620978
ULTRA BEVERAGE COMPANY LLP,4851.000000000002,0.0015783892048808225
PERFECTA WINES,4844.88,0.0015763979160880223
MARTIGNETTI COMPANIES,4844.46,0.0015762612590140064
BANFI PRODUCTS CORP,4844.359999999997,0.0015762287216154304
ULTRA BEVERAGE COMPANY LLP,4831.720000000004,0.001572115994435533
CASTLE BRANDS CORP.,4823.24,0.0015693568230363583
CANDIA VINEYARDS,4816.6299999999965,0.0015672061009905395
BACARDI USA INC,4808.570000000001,0.0015645835866653832
M S WALKER INC,4806.6200000000035,0.0015639491073931686
PERFECTA WINES,4805.2,0.0015634870763334002
MARTIGNETTI COMPANIES,4797.6500000000015,0.0015610305027409766
MARTIGNETTI COMPANIES,4797.640000000002,0.0015610272490011192
SAZERAC CO INC,4795.5,0.00156033094867161
PERFECTA WINES,4792.879999999999,0.001559478468828941
PINE STATE TRADING CO,4786.010000000004,0.0015572431495468292
PERFECTA WINES,4773.6900000000005,0.0015532345420423688
MARTIGNETTI COMPANIES,4770.350000000002,0.001552147792929959
MARTIGNETTI COMPANIES,4766.549999999999,0.001550911371784102
SEA HAGG DISTILLERY LLC,4758.490000000001,0.0015482888574589453
STE MICHELLE WINE ESTATES,4752.810000000004,0.0015464407332198772
PERFECTA WINES,4750.65,0.0015457379254106523
OLE SMOKY DISTILLERY LLC,4746.0,0.001544224936376908
ULTRA BEVERAGE COMPANY LLP,4744.19,0.0015436360094626975
PERFECTA WINES,4738.299999999999,0.0015417195566866206
MARTIGNETTI COMPANIES,4735.220000000001,0.0015407174048105063
BANFI PRODUCTS CORP,4725.0,0.001537392082676125
WILLIAM GRANT & SONS INC,4717.4400000000005,0.0015349322553438434
M S WALKER INC,4717.4400000000005,0.0015349322553438434
SAZERAC NORTH AMERICA INC.,4716.699999999998,0.0015346914785943867
STE MICHELLE WINE ESTATES,4714.529999999999,0.0015339854170453057
WINE GROUP INC,4713.799999999991,0.0015337478940357049
PINE STATE TRADING CO,4713.57,0.0015336730580189847
FREDERICK WILDMAN & SONS,4688.329999999997,0.0015254606186186146
PERFECTA WINES,4685.199999999998,0.0015244421980432125
MARTIGNETTI COMPANIES,4683.359999999999,0.0015238435099094298
ALISA CARR BEVERAGES,4668.75,0.0015190897959775997
KOBRAND CORPORATION,4668.56,0.001519027974920307
VINEDREA WINES LLC,4657.599999999999,0.0015154618760364698
ULTRA BEVERAGE COMPANY LLP,4652.9,0.0015139326183034375
WESTERN SPIRITS BEVERAGE CO,4650.44,0.0015131321982984887
PERFECTA WINES,4647.76,0.0015122601960166745
CANDIA VINEYARDS,4647.719999999998,0.001512247181057244
SIDNEY FRANK IMPORTING CO,4647.660000000001,0.0015122276586180996
PINE STATE TRADING CO,4642.659999999998,0.001510600788689341
MARTIGNETTI COMPANIES,4636.959999999999,0.0015087461569705575
CONSTELLATION BRANDS INC,4631.380000000001,0.0015069305701300643
DIAGEO NORTH AMERICA INC,4629.24,0.0015062342698005556
MARTIGNETTI COMPANIES,4628.52,0.0015060000005308147
STE MICHELLE WINE ESTATES,4624.41,0.0015046627134493757
VINEYARD BRANDS INC,4621.6,0.001503748412549414
MARTIGNETTI COMPANIES,4618.9,0.0015028699027878844
PERNOD RICARD USA,4615.2,0.0015016660190406038
PALM BAY INTERNATIONAL INC,4610.400000000001,0.0015001042239089965
SURVILLE ENTERPRISES CORP,4606.159999999996,0.0014987246382094084
CONSTELLATION BRANDS INC,4605.120000000003,0.0014983862492642288
M S WALKER INC,4604.100000000005,0.001498054367798763
PERFECTA WINES,4602.150000000001,0.001497419888526546
SAZERAC CO INC,4587.96,0.0014928028316687314
STATE WINE & SPIRITS,4579.2,0.0014899525555535475
PALM BAY INTERNATIONAL INC,4574.180000000003,0.0014883191781450758
M S WALKER INC,4566.59,0.0014858495895932204
SOUTHERN WINE & SPIRITS NE,4565.820000000001,0.0014855990516241919
VINILANDIA USA,4556.819999999999,0.0014826706857524272
MARTIGNETTI COMPANIES,4553.640000000004,0.0014816359964777391
SOUTHERN WINE & SPIRITS NE,4549.65,0.001480337754274589
E & J GALLO WINERY,4547.249999999992,0.0014795568567087824
PERFECTA WINES,4547.2,0.0014795405880094975
MARTIGNETTI COMPANIES,4542.12,0.0014778876881618797
DUGGANS DISTILLED PRODUCTS,4541.329999999997,0.001477630642713135
ULTRA BEVERAGE COMPANY LLP,4540.1,0.0014772304327106615
M S WALKER INC,4539.74,0.0014771132980757908
FREDERICK WILDMAN & SONS,4535.6399999999985,0.001475779264734209
PREMIER DISTRIBUTORS,4534.049999999998,0.001475261920096864
TREASURY WINE ESTATES,4533.5199999999995,0.0014750894718844163
MARTIGNETTI COMPANIES,4526.759999999999,0.0014728899437407355
MARTIGNETTI COMPANIES,4524.869999999997,0.0014722749869076643
MARTIGNETTI COMPANIES,4515.199999999999,0.0014691286204654474
DIAGEO NORTH AMERICA INC,4515.029999999999,0.0014690733068878695
CONSTELLATION BRANDS INC,4513.119999999995,0.0014684518425750828
PINE STATE TRADING CO,4495.54,0.001462731767905572
MARTIGNETTI COMPANIES,4495.499999999996,0.0014627187529461408
STATE WINE & SPIRITS,4490.719999999998,0.001461163465294249
M S WALKER INC,4464.879999999996,0.0014527558015024278
WILLIAM GRANT & SONS INC,4463.910000000001,0.0014524401887362503
PERFECTA WINES,4458.030000000002,0.0014505269897000313
MARTIGNETTI COMPANIES,4455.190000000001,0.001449602927580497
MARTIGNETTI COMPANIES,4450.5599999999995,0.0014480964460264667
ULTRA BEVERAGE COMPANY LLP,4450.24,0.0014479923263510262
CRUSH WINES,4449.259999999999,0.0014476734598449896
MARTIGNETTI COMPANIES,4448.219999999999,0.0014473350708998078
CRUSH WINES,4442.099999999999,0.0014453437821070085
TRINCHERO FAMILY ESTATES,4415.919999999998,0.001436825491160032
TREASURY WINE ESTATES,4401.22,0.0014320424935694849
E & J GALLO WINERY,4401.000000000001,0.0014319709112926196
MHW LTD,4398.78,0.0014312485810442509
OLE SMOKY DISTILLERY LLC,4389.84,0.001428339737611632
MARTIGNETTI COMPANIES,4386.510000000002,0.00142725624223908
PALM BAY INTERNATIONAL INC,4386.000000000001,0.0014270903015063464
MARTIGNETTI COMPANIES,4385.999999999997,0.0014270903015063453
M S WALKER INC,4380.0,0.0014251380575918365
BACARDI USA INC,4379.889999999999,0.0014251022664534038
MCCORMICK DISTILLING CO,4372.499999999998,0.0014226977526986993
DIAGEO CHATEAU ESTATE WINES,4372.240000000001,0.0014226131554624048
STATE WINE & SPIRITS,4370.599999999999,0.0014220795421257717
E & J GALLO WINERY,4369.980000000004,0.0014218778102546073
STE MICHELLE WINE ESTATES,4367.300000000001,0.0014210058079727921
MARTIGNETTI COMPANIES,4366.080000000001,0.0014206088517101753
MARTIGNETTI COMPANIES,4358.91,0.0014182759202323362
M S WALKER INC,4343.340000000001,0.0014132098472741847
M S WALKER INC,4341.749999999996,0.001412692502636838
PERFECTA WINES,4341.119999999999,0.0014124875170258156
DELICATO VINEYARDS INC,4335.2400000000125,0.001410574317989601
BROWN-FORMAN CORP,4330.530000000001,0.0014090418065167071
MARTIGNETTI COMPANIES,4321.500000000002,0.001406103679425371
TREASURY WINE ESTATES,4319.55,0.0014054692001531548
PALM BAY INTERNATIONAL INC,4317.300000000002,0.0014047371086852143
MARTIGNETTI COMPANIES,4316.400000000001,0.0014044442720980376
PERFECTA WINES,4306.27,0.0014011482336223741
PERNOD RICARD USA,4303.000000000001,0.0014000842606889667
PINE STATE TRADING CO,4298.029999999999,0.0013984671519797808
MARTIGNETTI COMPANIES,4294.4,0.0013972860444115029
CONSTELLATION BRANDS INC,4293.520000000002,0.0013969997153040425
MCCORMICK DISTILLING CO,4293.42,0.0013969671779054664
TREASURY WINE ESTATES,4290.839999999999,0.0013961277130222272
JEWELL TOWNE VINEYARDS,4289.040000000002,0.0013955420398478753
BLACK PRINCE DISTILLERY INC,4288.2,0.0013952687256998434
VINEYARD BRANDS INC,4287.379999999998,0.0013950019190315265
PROXIMO SPIRITS INC.,4285.200000000001,0.001394292603742589
ULTRA BEVERAGE COMPANY LLP,4284.850000000001,0.001394178722847576
M S WALKER INC,4282.359999999999,0.0013933685416230538
CONSTELLATION BRANDS INC,4278.4,0.0013920800606394778
BANFI PRODUCTS CORP,4274.879999999997,0.0013909347442096318
VRANKEN AMERICA,4272.32,0.0013901017868061085
BANFI PRODUCTS CORP,4271.759999999994,0.0013899195773740857
STATE WINE & SPIRITS,4263.28,0.0013871604059749144
CRUSH WINES,4257.000000000001,0.001385117057344395
PERNOD RICARD USA,4253.53,0.0013839880096138367
CONSTELLATION BRANDS INC,4251.239999999999,0.001383242903186465
MARTIGNETTI COMPANIES,4251.239999999999,0.001383242903186465
VINEXTRA INC,4239.7999999999965,0.0013795206247894667
MARTIGNETTI COMPANIES,4236.880000000002,0.001378570532751074
MARTIGNETTI COMPANIES,4234.700000000002,0.0013778612174621353
MOET HENNESSY USA INC,4218.74,0.0013726682486495398
MARTIGNETTI COMPANIES,4215.999999999998,0.00137177672392858
M S WALKER INC,4212.5999999999985,0.0013706704523770248
PERFECTA WINES,4207.920000000003,0.001369147702123709
ULTRA BEVERAGE COMPANY LLP,4206.990000000001,0.0013688451043169594
M S WALKER INC,4204.97,0.001368187848865741
BANFI PRODUCTS CORP,4203.6999999999925,0.001367774623903834
Dunn Wine Brokers,4199.200000000001,0.0013663104409679548
ULTRA BEVERAGE COMPANY LLP,4195.1900000000005,0.0013650056912850909
TREASURY WINE ESTATES,4194.710000000002,0.0013648495117719306
M S WALKER INC,4193.279999999997,0.0013643842269723042
MARTIGNETTI COMPANIES,4192.160000000002,0.001364019808108264
M S WALKER INC,4186.350000000001,0.0013621293852510473
ULTRA BEVERAGE COMPANY LLP,4186.000000000001,0.001362015504356034
M S WALKER INC,4181.550000000001,0.0013605675901194397
ULTRA BEVERAGE COMPANY LLP,4179.840000000001,0.0013600112006038046
ULTRA BEVERAGE COMPANY LLP,4176.900000000001,0.0013590546010856946
MOET HENNESSY USA INC,4176.349999999996,0.00135887564539353
ULTRA BEVERAGE COMPANY LLP,4175.08,0.0013584624204316267
JIM BEAM BRANDS COMPANY,4164.300000000002,0.0013549548888652256
STATE WINE & SPIRITS,4163.64,0.001354740142034629
CRUSH WINES,4162.790000000003,0.001354463574146741
PSP WINES,4161.720000000001,0.0013541154239819864
MARTIGNETTI COMPANIES,4159.86,0.0013535102283684878
STATE WINE & SPIRITS,4150.380000000001,0.0013504256829835635
DIAGEO NORTH AMERICA INC,4147.84,0.0013495992330597544
MARTIGNETTI COMPANIES,4140.4800000000005,0.001347204480524623
PERFECTA WINES,4139.820000000001,0.0013469897336940268
PERFECTA WINES,4132.8,0.001344705608314051
CAMPARI AMERICA,4131.36,0.0013442370697745684
WILLIAM GRANT & SONS INC,4125.139999999999,0.0013422132435831936
PINE STATE TRADING CO,4124.25,0.001341923660735875
JIM BEAM BRANDS COMPANY,4122.62,0.0013413933011390997
MARTIGNETTI COMPANIES,4113.329999999999,0.0013383705768114677
E & J GALLO WINERY,4112.069999999999,0.0013379606055894204
PERNOD RICARD USA,4101.300000000001,0.001334456327762877
PINE STATE TRADING CO,4100.740000000001,0.0013342741183308558
M S WALKER INC,4100.400000000001,0.0013341634911757003
MARTIGNETTI COMPANIES,4095.2200000000003,0.0013324780539295071
ULTRA BEVERAGE COMPANY LLP,4093.9299999999976,0.0013320583214878868
STATE WINE & SPIRITS,4093.4400000000005,0.0013318988882348695
VINILANDIA USA,4090.880000000003,0.0013310659308313462
SOUTHERN WINE & SPIRITS NE,4084.0799999999995,0.0013288533877282346
ULTRA BEVERAGE COMPANY LLP,4082.9099999999985,0.0013284727001649048
PERFECTA WINES,4081.56,0.0013280334452841409
LUXCO INC,4080.960000000001,0.00132783822089269
M S WALKER INC,4069.7999999999975,0.0013242070472117016
PERFECTA WINES,4069.2300000000027,0.001324021584039825
ULTRA BEVERAGE COMPANY LLP,4066.710000000002,0.0013232016415957307
BANFI PRODUCTS CORP,4061.1900000000055,0.0013214055771943833
JIM BEAM BRANDS COMPANY,4055.360000000001,0.0013195086468574503
CRUSH WINES,4053.0,0.0013187407642510762
PALM BAY INTERNATIONAL INC,4052.0000000000005,0.001318415390265325
PINE STATE TRADING CO,4040.2800000000034,0.0013146020071523174
CAMPARI AMERICA,4039.100000000001,0.0013142180658491298
MARTIGNETTI COMPANIES,4033.4999999999995,0.0013123959715289207
MARTIGNETTI COMPANIES,4003.1600000000017,0.001302524124801219
MARTIGNETTI COMPANIES,4002.9600000000005,0.0013024590500040683
PERFECTA WINES,4002.03,0.0013021564521973191
M S WALKER INC,3999.2400000000002,0.0013012486587770725
SURVILLE ENTERPRISES CORP,3990.600000000004,0.00129843742754018
TREASURY WINE ESTATES,3987.9900000000016,0.0012975882014373678
TRINCHERO FAMILY ESTATES,3986.099999999994,0.0012969732446042948
VINILANDIA USA,3985.2000000000003,0.0012966804080171204
PINE STATE TRADING CO,3983.6799999999976,0.0012961858395587771
MARTIGNETTI COMPANIES,3969.8400000000015,0.001291682663595977
MARTIGNETTI COMPANIES,3965.7599999999998,0.00129035513773411
VINILANDIA USA,3962.7000000000025,0.001289359493337711
M S WALKER INC,3952.7999999999975,0.001286138290878769
ULTRA BEVERAGE COMPANY LLP,3952.2000000000007,0.001285943066487319
PALM BAY INTERNATIONAL INC,3949.440000000004,0.0012850450342866459
BANFI PRODUCTS CORP,3931.5600000000018,0.0012792273474214074
PERFECTA WINES,3930.88,0.0012790060931110955
SOUTHERN WINE & SPIRITS NE,3928.020000000001,0.0012780755235118463
DIAGEO NORTH AMERICA INC,3917.7600000000025,0.001274737186418036
MARTIGNETTI COMPANIES,3916.44,0.0012743076927568431
ULTRA BEVERAGE COMPANY LLP,3914.3200000000015,0.0012736178999070502
PERFECTA WINES,3906.5599999999995,0.0012710929977776174
MARTIGNETTI COMPANIES,3898.4400000000005,0.0012684509610133151
M S WALKER INC,3889.440000000002,0.0012655225951415515
MARTIGNETTI COMPANIES,3888.919999999999,0.00126535340066896
PERFECTA WINES,3886.7999999999993,0.0012646636078191666
HEAVEN HILL DISTILLERIES,3884.3600000000088,0.0012638696952939359
M S WALKER INC,3883.519999999999,0.0012635963811459014
ULTRA BEVERAGE COMPANY LLP,3872.9599999999978,0.0012601604318563644
PINE STATE TRADING CO,3867.5,0.0012583838898941617
BROWN-FORMAN CORP,3867.05,0.0012582374716005734
VINEYARD BRANDS INC,3860.2399999999975,0.0012560216747576046
CRUSH WINES,3859.5199999999995,0.0012557874054878642
ULTRA BEVERAGE COMPANY LLP,3850.9199999999996,0.0012529891892104005
E & J GALLO WINERY,3842.719999999998,0.0012503211225272375
MARTIGNETTI COMPANIES,3840.7999999999997,0.0012496964044745949
MARTIGNETTI COMPANIES,3837.6800000000003,0.0012486812376390503
THE IMPORTED GRAPE LLC,3835.1500000000015,0.0012478580414550992
M S WALKER INC,3835.08,0.0012478352652760959
PERFECTA WINES,3835.0199999999986,0.0012478157428369506
OLE SMOKY DISTILLERY LLC,3831.000000000001,0.00124650773941423
PALM BAY INTERNATIONAL INC,3823.3,0.0012440023597239426
MARTIGNETTI COMPANIES,3813.4999999999955,0.001240813694663576
SHAW ROSS INT L IMP LTD,3812.4799999999964,0.0012404818131981096
E & J GALLO WINERY,3808.8600000000047,0.0012393039593696917
MCCORMICK DISTILLING CO,3808.7399999999966,0.0012392649144913987
CONSTELLATION BRANDS INC,3796.099999999998,0.0012351521873114996
ULTRA BEVERAGE COMPANY LLP,3795.5699999999997,0.001234979739099052
HEAVEN HILL DISTILLERIES,3790.4300000000003,0.001233307316812289
DIAGEO NORTH AMERICA INC,3788.4,0.0012326468076212132
MARTIGNETTI COMPANIES,3780.8699999999994,0.0012301967415085037
WINE GROUP INC,3779.9999999999977,0.0012299136661408992
PINE STATE TRADING CO,3777.750000000002,0.0012291815746729596
DIAGEO NORTH AMERICA INC,3777.1200000000017,0.001228976589061936
M S WALKER INC,3774.5400000000004,0.0012281371241786966
STATE WINE & SPIRITS,3774.520000000001,0.0012281306166989818
M S WALKER INC,3771.450000000001,0.0012271317185627247
MARTIGNETTI COMPANIES,3769.8899999999994,0.0012266241351449516
SAZERAC CO INC,3769.5999999999995,0.0012265297766890836
PERFECTA WINES,3762.8999999999996,0.0012243497709845483
MARTIGNETTI COMPANIES,3760.75,0.0012236502169151826
CONSTELLATION BRANDS INC,3753.6000000000045,0.0012213237929170602
PERFECTA WINES,3752.3700000000035,0.0012209235829145856
M S WALKER INC,3748.1600000000044,0.0012195537584345718
DIAGEO NORTH AMERICA INC,3746.4000000000005,0.0012189811002196477
MARTIGNETTI COMPANIES,3744.7300000000023,0.0012184377256634431
ULTRA BEVERAGE COMPANY LLP,3744.7200000000007,0.001218434471923585
M S WALKER INC,3740.9999999999977,0.0012172240806965886
M S WALKER INC,3740.28,0.0012169898114268482
Dunn Wine Brokers,3738.2400000000016,0.0012163260484959154
SOUTHERN WINE & SPIRITS NE,3736.799999999999,0.0012158575099564322
ULTRA BEVERAGE COMPANY LLP,3736.2600000000007,0.001215681808004127
JIM BEAM BRANDS COMPANY,3732.4,0.0012144258644191258
CRUSH WINES,3726.38,0.0012124671130249013
MARTIGNETTI COMPANIES,3720.2000000000016,0.0012104563017929573
PERFECTA WINES,3718.5000000000023,0.0012099031660171798
MARTIGNETTI COMPANIES,3716.02,0.0012090962385325151
ULTRA BEVERAGE COMPANY LLP,3715.1999999999994,0.0012088294318641987
JIM BEAM BRANDS COMPANY,3709.3799999999983,0.0012069357552671244
ULTRA BEVERAGE COMPANY LLP,3706.3600000000006,0.0012059531258301554
ALISA CARR BEVERAGES,3704.4,0.001205315392818082
MARTIGNETTI COMPANIES,3695.279999999999,0.0012023479820680275
ULTRA BEVERAGE COMPANY LLP,3694.330000000001,0.0012020388767815641
LUXCO INC,3693.4000000000005,0.001201736278974815
BANFI PRODUCTS CORP,3688.3600000000015,0.0012000963940866276
STATE WINE & SPIRITS,3680.879999999999,0.0011976625966732051
CONSTELLATION BRANDS INC,3679.960000000005,0.0011973632526063155
STATE WINE & SPIRITS,3679.2000000000007,0.0011971159683771431
BANFI PRODUCTS CORP,3678.4200000000014,0.001196862176668257
ULTRA BEVERAGE COMPANY LLP,3677.4,0.00119653029520279
MAJESTIC FINE WINES,3672.000000000001,0.0011947732756797317
M S WALKER INC,3670.4399999999987,0.0011942656922619586
ULTRA BEVERAGE COMPANY LLP,3669.1200000000013,0.0011938361986007675
STATE WINE & SPIRITS,3655.6999999999985,0.0011894696797119806
MARTIGNETTI COMPANIES,3655.230000000002,0.0011893167539386784
PREMIER DISTRIBUTORS,3653.1300000000024,0.0011886334685686003
MARTIGNETTI COMPANIES,3648.5400000000004,0.0011871400019740001
ULTRA BEVERAGE COMPANY LLP,3648.2999999999993,0.0011870619122174193
DIAGEO NORTH AMERICA INC,3648.19,0.0011870261210789868
ULTRA BEVERAGE COMPANY LLP,3645.26,0.0011860727753007349
CONSTELLATION BRANDS INC,3644.9299999999957,0.0011859654018854353
PERFECTA WINES,3641.22,0.0011847582643982983
PERFECTA WINES,3630.32,0.0011812116879536066
E & J GALLO WINERY,3629.4599999999955,0.0011809318663258586
STATE WINE & SPIRITS,3618.3,0.0011773006926448727
PINE STATE TRADING CO,3617.5999999999985,0.001177072930854846
MARTIGNETTI COMPANIES,3612.000000000001,0.001175250836534638
M S WALKER INC,3608.989999999999,0.0011742714608375254
PERFECTA WINES,3605.3999999999996,0.0011731033682286774
SURVILLE ENTERPRISES CORP,3605.240000000003,0.0011730513083909582
WILLIAM GRANT & SONS INC,3604.470000000001,0.001172800770421929
VINEYARD BRANDS INC,3602.2000000000016,0.0011720621714742731
PERFECTA WINES,3601.5,0.0011718344096842464
PERFECTA WINES,3599.88,0.0011713073038273289
