VendorName,TotalPurchaseDollars,PurchaseContribution
KLIN SPIRITS LLC,80663.3099999991,0.026245742678613446
CONSTELLATION BRANDS INC,80661.60000000088,0.02624518628909839
DIAGEO NORTH AMERICA INC,80627.7999999993,0.02623418864837947
M S WALKER INC,80544.6399999999,0.026207130547724566
CONSTELLATION BRANDS INC,80521.18000000046,0.026199497274019018
ULTRA BEVERAGE COMPANY LLP,80453.52000000034,0.02617748247014303
E & J GALLO WINERY,80372.15999999987,0.02615101004266213
CONSTELLATION BRANDS INC,80070.0,0.02605269503912748
MOET HENNESSY USA INC,79992.64000000017,0.026027524107589795
PERNOD RICARD USA,79943.07999999973,0.0260113985728558
MARTIGNETTI COMPANIES,79885.40999999995,0.025992634255097583
MOET HENNESSY USA INC,79583.40000000007,0.02589436805766079
DIAGEO NORTH AMERICA INC,79572.23999999998,0.025890736883979776
KOBRAND CORPORATION,79494.86000000007,0.02586555944496235
DIAGEO NORTH AMERICA INC,79426.75999999976,0.025843401476532565
JIM BEAM BRANDS COMPANY,79415.42999999925,0.025839714989273836
DIAGEO NORTH AMERICA INC,79386.87999999976,0.025830425561980792
SAZERAC NORTH AMERICA INC.,79362.73000000113,0.02582256778022534
DIAGEO NORTH AMERICA INC,79340.16000000005,0.025815224089366574
WINE GROUP INC,79339.68000000008,0.025815067909853426
PERNOD RICARD USA,79056.79999999981,0.02572302611676394
CAMPARI AMERICA,79010.5999999999,0.025707993838622243
MHW LTD,78798.72000000019,0.025639053598521297
JIM BEAM BRANDS COMPANY,78724.19999999976,0.025614806729102952
MARTIGNETTI COMPANIES,78633.04999999957,0.02558514889030163
BROWN-FORMAN CORP,78431.03999999951,0.02551942009143994
MHW LTD,78387.9799999997,0.025505409487613543
DIAGEO NORTH AMERICA INC,78365.06999999976,0.025497955169599993
DIAGEO NORTH AMERICA INC,78343.86000000032,0.025491053987362386
DIAGEO NORTH AMERICA INC,78199.03999999941,0.02544393332674555
CONSTELLATION BRANDS INC,78102.08000000025,0.02541238506508735
PROXIMO SPIRITS INC.,77944.20000000024,0.025361015020216888
ULTRA BEVERAGE COMPANY LLP,77700.46000000012,0.025281708364929763
PERNOD RICARD USA,77695.89999999989,0.025280224659554665
VINEYARD BRANDS INC,77645.90000000001,0.025263955960267124
DIAGEO NORTH AMERICA INC,77211.97999999982,0.025122769680369746
PERNOD RICARD USA,77163.21999999984,0.025106904444824503
ULTRA BEVERAGE COMPANY LLP,77094.40000000097,0.02508451220712545
E & J GALLO WINERY,77001.60000000005,0.025054317501247408
E & J GALLO WINERY,76953.11000000132,0.025038540116678727
DIAGEO NORTH AMERICA INC,76907.60000000017,0.025023732346586797
TRINCHERO FAMILY ESTATES,76835.38000000114,0.025000233837336138
DIAGEO NORTH AMERICA INC,76821.02999999985,0.02499556472064018
CONSTELLATION BRANDS INC,76685.07000000015,0.0249513268735375
STE MICHELLE WINE ESTATES,76683.59999999983,0.02495084857377834
DIAGEO NORTH AMERICA INC,76460.80000000002,0.024878355249752952
DIAGEO NORTH AMERICA INC,76207.60000000014,0.024795970556560694
JIM BEAM BRANDS COMPANY,75996.18000000031,0.024727179988493157
MARTIGNETTI COMPANIES,75902.40000000045,0.024696666416109417
TREASURY WINE ESTATES,75814.20000000096,0.0246679684305663
FABRIZIA SPIRITS LLC,75522.08000000053,0.02457292018184841
SAZERAC CO INC,75328.58999999751,0.024509963569344363
DIAGEO NORTH AMERICA INC,75227.88000000012,0.02447719515524017
PERNOD RICARD USA,75132.95,0.024446307402772736
HEAVEN HILL DISTILLERIES,75098.87999999995,0.024435221911078164
MARTIGNETTI COMPANIES,74922.46999999926,0.024377822686251507
PINE STATE TRADING CO,74903.33999999946,0.024371598281904144
STE MICHELLE WINE ESTATES,74863.91999999977,0.02435877203938592
DIAGEO NORTH AMERICA INC,74793.25000000017,0.024335777859812988
JIM BEAM BRANDS COMPANY,74721.5100000002,0.02431243553007518
DELICATO VINEYARDS INC,74711.25,0.024309097192981303
VINEYARD BRANDS INC,74704.79999999983,0.024306998530773147
DIAGEO NORTH AMERICA INC,74537.85999999974,0.024252680597591753
JIM BEAM BRANDS COMPANY,74506.74999999984,0.024242558212895057
ULTRA BEVERAGE COMPANY LLP,74490.6599999992,0.02423732294546411
TRINCHERO FAMILY ESTATES,74455.05000000104,0.02422573637783209
JIM BEAM BRANDS COMPANY,74359.61000000115,0.024194682684632
JIM BEAM BRANDS COMPANY,74331.18000000025,0.02418543230221679
SAZERAC CO INC,74327.22000000069,0.024184143821233354
E & J GALLO WINERY,74196.89999999992,0.02414174108340996
PINE STATE TRADING CO,74091.74000000066,0.02410752475506857
WINE GROUP INC,74084.21999999847,0.024105077942695004
CONSTELLATION BRANDS INC,74076.3200000004,0.024102507488208195
PERNOD RICARD USA,74028.15999999997,0.02408683747705426
M S WALKER INC,74022.05000000107,0.024084849442001673
E & J GALLO WINERY,73898.99999999802,0.024044812173053952
"STOLI GROUP,(USA) LLC",73804.68000000001,0.02401412289871851
MHW LTD,73658.99999999948,0.023966722416474052
JIM BEAM BRANDS COMPANY,73656.09999999998,0.023965778831915533
M S WALKER INC,73515.18000000046,0.02391992712984358
ULTRA BEVERAGE COMPANY LLP,73492.15999999938,0.023912437020691228
M S WALKER INC,73463.07999999968,0.023902975145185672
BROWN-FORMAN CORP,73360.39999999994,0.023869565744328785
STATE WINE & SPIRITS,73295.67000000023,0.02384850428623118
MARTIGNETTI COMPANIES,73264.95000000046,0.02383850879738897
DIAGEO NORTH AMERICA INC,73239.55999999994,0.02383024755189057
CAMPARI AMERICA,73098.06000000045,0.02378420713290689
JIM BEAM BRANDS COMPANY,72680.40000000018,0.023648311434017803
PALM BAY INTERNATIONAL INC,72674.9999999999,0.023646554414494654
E & J GALLO WINERY,72630.65999999954,0.02363212733196631
PINE STATE TRADING CO,72616.8,0.023627617648523946
CAMPARI AMERICA,72500.85000000005,0.02358989053487607
CONSTELLATION BRANDS INC,72487.00000000063,0.023585384105173596
DIAGEO NORTH AMERICA INC,72348.60000000075,0.02354035234554562
SOUTHERN WINE & SPIRITS NE,72288.75000000054,0.02352087871249832
E & J GALLO WINERY,72273.80000000191,0.02351601437141178
JIM BEAM BRANDS COMPANY,72190.19999999995,0.023488813106202315
DIAGEO NORTH AMERICA INC,72113.25,0.02346377557799875
KOBRAND CORPORATION,72075.17999999989,0.02345138859036115
MOET HENNESSY USA INC,72073.69999999994,0.023450907036862253
SAZERAC NORTH AMERICA INC.,72061.19999999921,0.02344683986204012
JIM BEAM BRANDS COMPANY,72035.38000000027,0.02343843870572836
SHAW ROSS INT L IMP LTD,71972.64000000086,0.023418024741862498
E & J GALLO WINERY,71691.83999999976,0.023326659726663104
CONSTELLATION BRANDS INC,71685.09999999903,0.0233244667059989
PERNOD RICARD USA,71680.40000000026,0.023322937448266266
DIAGEO NORTH AMERICA INC,71440.95000000016,0.02324502664737802
PERNOD RICARD USA,71409.60000000043,0.0232348261729248
WILLIAM GRANT & SONS INC,71297.64000000006,0.023198397301479934
LUXCO INC,71192.93999999834,0.02316433064517119
M S WALKER INC,71170.3599999999,0.023156983700573425
BACARDI USA INC,71140.84000000017,0.023147378660514126
CONSTELLATION BRANDS INC,71126.64000000064,0.023142758349916605
DIAGEO NORTH AMERICA INC,71114.3200000001,0.023138749742411972
REMY COINTREAU USA INC,70992.17,0.02309900531005239
MARTIGNETTI COMPANIES,70849.86999999994,0.023052704591879917
EDRINGTON AMERICAS,70798.13999999998,0.023035872995597007
BACARDI USA INC,70685.11999999946,0.022999099227727193
WILLIAM GRANT & SONS INC,70673.96000000027,0.02299546805404647
MARTIGNETTI COMPANIES,70552.16000000022,0.022955837502581913
MARTIGNETTI COMPANIES,70521.78,0.02294595264089471
DIAGEO NORTH AMERICA INC,70440.55999999995,0.022919525765771952
MARTIGNETTI COMPANIES,70423.13999999966,0.022913857750940066
PERNOD RICARD USA,70247.76000000008,0.022856793661319093
ULTRA BEVERAGE COMPANY LLP,70088.51999999971,0.022804981107827894
WILLIAM GRANT & SONS INC,70074.90000000056,0.022800549514142236
MHW LTD,70072.53000000014,0.022799778377795867
JIM BEAM BRANDS COMPANY,69985.50000000048,0.022771461079816018
JIM BEAM BRANDS COMPANY,69961.03999999978,0.02276350243212431
LATITUDE BEVERAGE COMPANY,69921.20000000007,0.02275053953253206
MARTIGNETTI COMPANIES,69802.00999999998,0.022711758207170304
MARTIGNETTI COMPANIES,69729.66000000027,0.02268821739930127
E & J GALLO WINERY,69717.62000000101,0.022684299896513067
MARTIGNETTI COMPANIES,69713.27999999981,0.022682887773414512
BROWN-FORMAN CORP,69702.08000000038,0.02267924358477428
WINE GROUP INC,69698.59999999923,0.022678111283303493
CONSTELLATION BRANDS INC,69662.9300000005,0.022666505193232146
DIAGEO NORTH AMERICA INC,69549.2399999995,0.022629513424791723
DIAGEO NORTH AMERICA INC,69548.05000000013,0.022629126229748886
WINE GROUP INC,69525.89999999882,0.02262191919596406
ULTRA BEVERAGE COMPANY LLP,69518.81999999956,0.02261961554814518
HEAVEN HILL DISTILLERIES,69434.2500000001,0.022592098670170348
DIAGEO NORTH AMERICA INC,69196.5,0.022514741005057883
MARTIGNETTI COMPANIES,69191.1000000001,0.022512983985534852
FREDERICK WILDMAN & SONS,68999.09999999992,0.0224505121802705
STE MICHELLE WINE ESTATES,68980.8399999995,0.02244457085129054
MARTIGNETTI COMPANIES,68853.69999999843,0.022403202802741735
DIAGEO NORTH AMERICA INC,68777.44999999953,0.022378393036328537
BROWN-FORMAN CORP,68723.7099999998,0.022360907438334337
DIAGEO NORTH AMERICA INC,68540.68000000031,0.022301354237722396
CONSTELLATION BRANDS INC,68532.50999999949,0.022298695932258538
M S WALKER INC,68430.0,0.02226534184497931
SIDNEY FRANK IMPORTING CO,68336.08000000034,0.02223478272023763
MARTIGNETTI COMPANIES,68290.74000000024,0.022220030263723625
E & J GALLO WINERY,68260.82999999987,0.022210298327809675
PROXIMO SPIRITS INC.,68221.27000000041,0.022197426532933523
MCCORMICK DISTILLING CO,68063.6400000007,0.022146137831559595
JIM BEAM BRANDS COMPANY,68002.1999999992,0.022126146853874533
DIAGEO NORTH AMERICA INC,67909.4699999999,0.022095974924176018
E & J GALLO WINERY,67901.76000000014,0.022093466290745954
SAZERAC CO INC,67685.72999999918,0.02202317574860373
KOBRAND CORPORATION,67679.33000000064,0.022021093355095393
HEAVEN HILL DISTILLERIES,67639.94999999956,0.022008280127536146
DIAGEO NORTH AMERICA INC,67632.66000000027,0.022005908151180247
E & J GALLO WINERY,67604.19999999956,0.021996648007545527
JIM BEAM BRANDS COMPANY,67579.19999999972,0.02198851365790179
E & J GALLO WINERY,67552.10000000025,0.021979696022888098
MAJESTIC FINE WINES,67444.30000000016,0.021944620707224048
E & J GALLO WINERY,67287.88000000082,0.021893725708373002
BANFI PRODUCTS CORP,67238.58000000044,0.021877684770875327
STATE WINE & SPIRITS,67222.0799999999,0.021872316100110253
PROXIMO SPIRITS INC.,67194.57000000055,0.021863365061762438
WILLIAM GRANT & SONS INC,67190.96999999999,0.02186219371541355
SHAW ROSS INT L IMP LTD,66977.39999999905,0.021792703593276286
M S WALKER INC,66930.5699999995,0.02177746632952368
DIAGEO NORTH AMERICA INC,66750.9599999998,0.021719025907942946
CHARLES JACQUIN ET CIE INC,66699.62999999958,0.021702324461254245
DIAGEO NORTH AMERICA INC,66603.35999999956,0.021671000707645938
MARTIGNETTI COMPANIES,66602.76000000026,0.021670805483254712
LUXCO INC,66556.48999999922,0.02165575042893365
WILLIAM GRANT & SONS INC,66514.85999999984,0.021642205109907015
MARTIGNETTI COMPANIES,66493.80000000002,0.021635352733767144
MOET HENNESSY USA INC,66328.25999999992,0.0215814903241658
WINE GROUP INC,66249.34000000147,0.02155581180921079
KOBRAND CORPORATION,66213.63000000012,0.021544192704179163
WINE GROUP INC,66174.67999999947,0.021531519387433928
MARTIGNETTI COMPANIES,66092.6400000001,0.021504825705643073
PERNOD RICARD USA,65866.93999999983,0.02143138879705886
MARTIGNETTI COMPANIES,65839.9899999983,0.02142261996814236
CHARLES JACQUIN ET CIE INC,65838.23999999948,0.021422050563667677
JIM BEAM BRANDS COMPANY,65710.02999999972,0.021380334364954547
SOUTHERN WINE & SPIRITS NE,65623.95000000038,0.021352326172261266
JIM BEAM BRANDS COMPANY,65408.72000000011,0.02128229592930787
CONSTELLATION BRANDS INC,65281.650000000176,0.021240950656938443
DIAGEO NORTH AMERICA INC,64894.80000000022,0.021115079730550466
SAZERAC NORTH AMERICA INC.,64853.74999999908,0.021101723128434995
ULTRA BEVERAGE COMPANY LLP,64750.13999999984,0.02106801112977152
WESTERN SPIRITS BEVERAGE CO,64730.61000000038,0.02106165657582997
LUXCO INC,64702.68000000041,0.021052568880407935
PERNOD RICARD USA,64548.05000000064,0.02100225630099125
PERNOD RICARD USA,64387.840000000004,0.02095012813473378
SHAW ROSS INT L IMP LTD,64279.07999999957,0.0209147404600433
JIM BEAM BRANDS COMPANY,64197.900000000554,0.02088832659988031
DIAGEO NORTH AMERICA INC,64196.63999999973,0.020887916628657993
TREASURY WINE ESTATES,64129.0500000005,0.020865924600961296
DIAGEO NORTH AMERICA INC,64091.20000000025,0.02085360919560052
TREASURY WINE ESTATES,64070.19999999931,0.020846776341899433
SOUTHERN WINE & SPIRITS NE,64041.65999999941,0.02083749016834611
BACARDI USA INC,64030.070000000225,0.02083371908385152
KOBRAND CORPORATION,64025.09000000005,0.020832098721402417
PERFECTA WINES,64001.120000000155,0.02082429950696399
ULTRA BEVERAGE COMPANY LLP,63840.00000000014,0.02077187525037969
E & J GALLO WINERY,63824.970000000554,0.020766984879373982
LUXCO INC,63786.80000000039,0.02075456535433779
E & J GALLO WINERY,63740.680000000524,0.020739559106114972
STE MICHELLE WINE ESTATES,63736.739999999714,0.020738277132610845
BACARDI USA INC,63733.200000000266,0.020737125308701466
MARTIGNETTI COMPANIES,63662.93999999951,0.020714264532462313
WINE GROUP INC,63645.11999999986,0.020708466368036336
SAZERAC CO INC,63643.64999999938,0.020707988068277127
VINEYARD BRANDS INC,63639.63000000017,0.02070668006485466
PERNOD RICARD USA,63604.64000000016,0.020695295229093212
SAZERAC NORTH AMERICA INC.,63579.99999999951,0.02068727801408408
PERNOD RICARD USA,63572.47999999937,0.020684831201711183
PROXIMO SPIRITS INC.,63521.10000000023,0.02066811348632355
SOUTHERN WINE & SPIRITS NE,63306.31999999997,0.020598229661663744
SAZERAC NORTH AMERICA INC.,63196.000000000415,0.020562334403555777
ULTRA BEVERAGE COMPANY LLP,63131.64000000017,0.020541393333832723
MARSALLE COMPANY,63116.27000000012,0.02053639233567171
PERNOD RICARD USA,63084.299999999064,0.02052599012934689
TREASURY WINE ESTATES,63057.149999999645,0.02051715622563392
CONSTELLATION BRANDS INC,62787.039999999644,0.02042926945834257
BACARDI USA INC,62758.540000000015,0.020419996299748767
DISARONNO INTERNATIONAL LLC,62699.459999999795,0.020400773204670493
TREASURY WINE ESTATES,62491.25999999964,0.020333030340836968
SOUTHERN WINE & SPIRITS NE,62487.60000000026,0.02033183947204932
BACARDI USA INC,62459.1100000003,0.020322569567195272
JIM BEAM BRANDS COMPANY,62453.16000000058,0.02032063359198014
BROWN-FORMAN CORP,62390.70000000002,0.020300310732829917
LUXCO INC,62266.60000000046,0.02025993182119829
REMY COINTREAU USA INC,62109.31999999952,0.02020875700071898
VRANKEN AMERICA,61994.79999999993,0.02017149517187084
MARTIGNETTI COMPANIES,61903.65999999998,0.02014184058680946
DIAGEO NORTH AMERICA INC,61860.9599999995,0.020127947117617714
BACARDI USA INC,61815.83999999992,0.02011326624338074
BACARDI USA INC,61778.67999999963,0.02010117534607012
MOET HENNESSY USA INC,61698.45000000016,0.020075070591193442
ULTRA BEVERAGE COMPANY LLP,61612.40000000011,0.020047072159719504
TREASURY WINE ESTATES,61526.3999999993,0.020019089996944607
SAZERAC NORTH AMERICA INC.,61525.850000000326,0.02001891104125278
E & J GALLO WINERY,61508.0999999999,0.020013135653005547
BANFI PRODUCTS CORP,61480.680000000364,0.020004213898316393
DIAGEO NORTH AMERICA INC,61464.26999999983,0.019998874511210032
DIAGEO NORTH AMERICA INC,61331.23999999996,0.019955590009885546
MARTIGNETTI COMPANIES,61285.449999998484,0.0199406911350775
PERFECTA WINES,61222.56000000035,0.019920228365114194
M S WALKER INC,61107.37000000023,0.019882748535695435
STE MICHELLE WINE ESTATES,61091.51999999971,0.019877591358021102
DIAGEO NORTH AMERICA INC,61021.600000000064,0.019854841208937466
BACARDI USA INC,61017.880000000216,0.01985363081771052
MOET HENNESSY USA INC,60872.99999999988,0.019806490634654728
PROXIMO SPIRITS INC.,60865.1999999994,0.019803952717565708
CONSTELLATION BRANDS INC,60817.76000000056,0.019788516975682034
TRINCHERO FAMILY ESTATES,60723.99999999964,0.019758009910777665
WINE GROUP INC,60691.39999999903,0.019747402718841966
CONSTELLATION BRANDS INC,60681.59999999943,0.019744214053781732
TRINCHERO FAMILY ESTATES,60626.79999999925,0.019726383559362487
HEAVEN HILL DISTILLERIES,60590.91999999916,0.019714709140753694
DIAGEO NORTH AMERICA INC,60583.17000000047,0.019712187492364544
WINE GROUP INC,60417.150000000285,0.01965816890325001
MARTIGNETTI COMPANIES,60294.88000000008,0.0196183854260121
MOET HENNESSY USA INC,60266.69999999973,0.019609216387093505
MARTIGNETTI COMPANIES,60229.07999999988,0.01959697581774958
CONSTELLATION BRANDS INC,60184.71999999963,0.01958254222774156
EDRINGTON AMERICAS,60113.939999999944,0.019559512257030166
DIAGEO NORTH AMERICA INC,60090.520000000564,0.019551891998284065
JIM BEAM BRANDS COMPANY,59996.40000000035,0.01952126779874506
PERNOD RICARD USA,59915.63999999976,0.01949499059565557
SAZERAC CO INC,59773.190000000366,0.01944864107138546
JIM BEAM BRANDS COMPANY,59707.180000000146,0.01942716313458593
E & J GALLO WINERY,59692.68000000059,0.019422445211792674
DIAGEO NORTH AMERICA INC,59682.28999999982,0.019419064576080464
CONSTELLATION BRANDS INC,59661.349999998594,0.019412251244818428
PROXIMO SPIRITS INC.,59601.21999999984,0.019392686507055595
PROXIMO SPIRITS INC.,59601.08000000131,0.019392640954698066
MARTIGNETTI COMPANIES,59600.03999999972,0.019392302565752365
SAZERAC CO INC,59545.04999999974,0.019374410250275895
DIAGEO NORTH AMERICA INC,59544.25000000008,0.019374149951087407
DIAGEO NORTH AMERICA INC,59525.359999999666,0.019368003636496423
JIM BEAM BRANDS COMPANY,59522.400000000336,0.01936704052949882
CONSTELLATION BRANDS INC,59448.48000000025,0.019342988884472032
DIAGEO NORTH AMERICA INC,59271.68000000009,0.019285462763791106
OLE SMOKY DISTILLERY LLC,59179.80000000001,0.019255567401980225
E & J GALLO WINERY,59062.64000000034,0.01921744658580968
PERNOD RICARD USA,58844.8000000003,0.019146567116753548
PROXIMO SPIRITS INC.,58680.59999999953,0.01909314070829289
PINE STATE TRADING CO,58588.75999999994,0.0190632583614416
M S WALKER INC,58550.51999999956,0.01905081606022634
JIM BEAM BRANDS COMPANY,58459.5,0.019021200520043375
PERNOD RICARD USA,58457.38999999965,0.019020513980933323
BACARDI USA INC,58381.00000000012,0.018995658662161914
BROWN-FORMAN CORP,58322.160000000134,0.018976513656840294
E & J GALLO WINERY,58260.16000000024,0.018956340469723734
CONSTELLATION BRANDS INC,58217.5,0.018942460015491495
M S WALKER INC,58182.29999999948,0.01893100685119287
WESTERN SPIRITS BEVERAGE CO,58128.19999999918,0.018913404118563616
PERFECTA WINES,58124.78999999988,0.018912294593272427
MARTIGNETTI COMPANIES,58121.14000000024,0.01891110697822455
AMERICAN VINTAGE BEVERAGE,58110.24999999953,0.018907563655519488
JIM BEAM BRANDS COMPANY,58094.12999999957,0.018902318626869183
PALM BAY INTERNATIONAL INC,58066.689999998605,0.018893390364699846
STE MICHELLE WINE ESTATES,58036.48999999956,0.018883564070330462
PERFECTA WINES,58024.399999999885,0.01887963029884283
JIM BEAM BRANDS COMPANY,58017.959999999766,0.018877534890374553
E & J GALLO WINERY,57979.00000000016,0.0188648583198898
MARTIGNETTI COMPANIES,57972.599999999926,0.01886277592638091
CASTLE BRANDS CORP.,57957.3999999996,0.018857830241797383
LUXCO INC,57910.5,0.018842570201865767
PHILLIPS PRODUCTS CO.,57895.30000000041,0.018837624517282475
PINE STATE TRADING CO,57869.25999999958,0.018829151778693234
BROWN-FORMAN CORP,57843.59999999996,0.018820802682218973
ULTRA BEVERAGE COMPANY LLP,57825.03999999983,0.018814763741043385
MANGO BOTTLING INC,57815.04000000071,0.018811510001186152
PERNOD RICARD USA,57809.620000000126,0.01880974647418319
MARTIGNETTI COMPANIES,57768.75000000002,0.018796448439385487
JIM BEAM BRANDS COMPANY,57766.28999999984,0.01879564801938048
OLE SMOKY DISTILLERY LLC,57660.519999999946,0.018761233212907576
MARTIGNETTI COMPANIES,57654.800000000156,0.018759372073709143
JIM BEAM BRANDS COMPANY,57637.80000000032,0.01875384071595142
EDRINGTON AMERICAS,57608.39999999978,0.01874427472077015
DIAGEO NORTH AMERICA INC,57588.72000000039,0.018737871360730754
SAZERAC CO INC,57525.839999999596,0.018717411844506437
HEAVEN HILL DISTILLERIES,57486.23999999854,0.018704527034670335
WINE GROUP INC,57464.910000001066,0.018697586807555074
MARTIGNETTI COMPANIES,57454.000000000335,0.018694036977370286
EDRINGTON AMERICAS,57405.2199999998,0.01867816523434515
M S WALKER INC,57398.46000000019,0.018675965706201596
WILLIAM GRANT & SONS INC,57396.34999999977,0.018675279167091528
MARTIGNETTI COMPANIES,57380.630000000376,0.01867016428803571
DELICATO VINEYARDS INC,57059.28000000037,0.018565605357714444
BROWN-FORMAN CORP,57037.04000000017,0.018558369040271264
ULTRA BEVERAGE COMPANY LLP,56956.920000000246,0.018532300076532872
SAZERAC CO INC,56909.42000000063,0.018516844812209797
PERNOD RICARD USA,56906.8000000003,0.01851599233236702
DIAGEO NORTH AMERICA INC,56870.40000000008,0.018504148719285594
MAJESTIC FINE WINES,56805.6799999997,0.01848309051492763
MARTIGNETTI COMPANIES,56804.5199999999,0.018482713081104225
MARTIGNETTI COMPANIES,56766.45,0.01847032609346669
TREASURY WINE ESTATES,56666.48000000013,0.01843779845611115
CONSTELLATION BRANDS INC,56656.710000000356,0.01843461955227043
DIAGEO NORTH AMERICA INC,56618.669999999714,0.018422242325852232
SOUTHERN WINE & SPIRITS NE,56591.75999999985,0.018413486511895706
M S WALKER INC,56564.99999999977,0.018404779504036965
E & J GALLO WINERY,56540.29000000012,0.018396739512849158
PALM BAY INTERNATIONAL INC,56484.720000000336,0.018378658480461014
MARTIGNETTI COMPANIES,56444.75999999928,0.018365656535990038
PERNOD RICARD USA,56398.96000000022,0.01835075440744292
BACARDI USA INC,56366.07999999966,0.018340056110791227
MARTIGNETTI COMPANIES,56334.390000000116,0.018329745009182913
BACARDI USA INC,56307.25000000021,0.018320914359209645
STE MICHELLE WINE ESTATES,56306.39999999968,0.018320637791321582
E & J GALLO WINERY,56303.639999999614,0.018319739759120886
WINE GROUP INC,56257.680000001186,0.018304785570736257
TREASURY WINE ESTATES,56250.449999999364,0.018302433116818683
KOBRAND CORPORATION,56193.19999999999,0.01828380545613461
LATITUDE BEVERAGE COMPANY,56149.79999999985,0.018269684225152943
JIM BEAM BRANDS COMPANY,56113.8900000001,0.01825800004532469
JIM BEAM BRANDS COMPANY,56072.620000000396,0.018244571860932816
PERNOD RICARD USA,56065.37999999977,0.018242216153275773
PROXIMO SPIRITS INC.,56019.060000000565,0.018227144830256017
TRINCHERO FAMILY ESTATES,55957.199999999706,0.01820701719549715
DIAGEO CHATEAU ESTATE WINES,55945.499999999985,0.018203210319863942
JIM BEAM BRANDS COMPANY,55943.60000000028,0.018202592109291114
SAZERAC NORTH AMERICA INC.,55924.33000000035,0.018196322152585702
SAZERAC CO INC,55867.03000000014,0.01817767822320207
JIM BEAM BRANDS COMPANY,55836.33999999973,0.01816769249557922
PROXIMO SPIRITS INC.,55593.98000000024,0.01808883485639264
MARTIGNETTI COMPANIES,55580.35999999984,0.018084403262706574
CAMPARI AMERICA,55570.90000000028,0.018081325224801506
PERNOD RICARD USA,55516.31999999973,0.018063566312659006
MARTIGNETTI COMPANIES,55418.209999999795,0.018031643870916943
PINE STATE TRADING CO,55308.90000000025,0.017996077240534585
PROXIMO SPIRITS INC.,55303.62000000015,0.017994359265889784
PALM BAY INTERNATIONAL INC,55272.000000000284,0.017984070940460364
"STOLI GROUP,(USA) LLC",55228.2900000001,0.017969848843543103
JIM BEAM BRANDS COMPANY,55179.950000000325,0.017954120265071948
SAZERAC CO INC,55154.03999999985,0.017945689825100967
JIM BEAM BRANDS COMPANY,55104.00000000015,0.01792940811085406
E & J GALLO WINERY,54990.920000000435,0.017892614820545365
MARTIGNETTI COMPANIES,54888.75,0.017859371360420987
MAJESTIC FINE WINES,54864.32000000052,0.017851422473949247
JIM BEAM BRANDS COMPANY,54844.98000000049,0.0178451297410648
"STOLI GROUP,(USA) LLC",54831.23999999991,0.017840659102500385
DIAGEO NORTH AMERICA INC,54584.9600000002,0.017760525997289587
JIM BEAM BRANDS COMPANY,54568.560000000216,0.017755189863923264
JIM BEAM BRANDS COMPANY,54567.660000000345,0.017754897027336132
WILLIAM GRANT & SONS INC,54545.39999999985,0.01774765420241314
MOET HENNESSY USA INC,54492.740000000056,0.01773052000832353
DIAGEO NORTH AMERICA INC,54421.51999999969,0.017707346873058187
ULTRA BEVERAGE COMPANY LLP,54391.680000000124,0.0176976377133235
KOBRAND CORPORATION,54347.30000000037,0.017683197615835925
SIDNEY FRANK IMPORTING CO,54337.31999999963,0.017679950383457883
DIAGEO NORTH AMERICA INC,54279.36000000011,0.01766109170724388
MARTIGNETTI COMPANIES,54200.16000000058,0.017635322087572507
BACARDI USA INC,54132.74999999957,0.017613388627192667
E & J GALLO WINERY,54104.8199999998,0.017604300931770702
WINE GROUP INC,54103.04999999996,0.017603725019815972
MARTIGNETTI COMPANIES,54080.39999999992,0.017596355299038687
WILLIAM GRANT & SONS INC,54071.07999999982,0.01759332281349145
LUXCO INC,54029.58000000015,0.017579819793082867
PERNOD RICARD USA,53941.13999999968,0.017551043717782846
PINE STATE TRADING CO,53919.51000000038,0.01754400587847127
ULTRA BEVERAGE COMPANY LLP,53919.0,0.017543839937738413
CAMPARI AMERICA,53909.0,0.017540586197880896
FREDERICK WILDMAN & SONS,53902.239999999954,0.0175383866697372
SAZERAC NORTH AMERICA INC.,53894.22000000034,0.017535777170371598
JIM BEAM BRANDS COMPANY,53862.12000000023,0.017525332665428935
ULTRA BEVERAGE COMPANY LLP,53855.20000000033,0.01752308107744757
MARTIGNETTI COMPANIES,53801.99999999983,0.017505771181405422
STATE WINE & SPIRITS,53742.65999999985,0.01748646348909093
SAZERAC CO INC,53722.25,0.017479822606041792
DIAGEO NORTH AMERICA INC,53621.32000000002,0.017446982609659895
HEAVEN HILL DISTILLERIES,53573.59999999994,0.0174314557630598
PINE STATE TRADING CO,53442.07999999977,0.0173886625764537
MARTIGNETTI COMPANIES,53439.75,0.017387904455066976
E & J GALLO WINERY,53355.44999999938,0.017360475428067918
CONSTELLATION BRANDS INC,53334.959999999635,0.01735380851509995
SAZERAC CO INC,53333.399999999565,0.017353300931682157
JIM BEAM BRANDS COMPANY,53308.07999999981,0.017345062462363007
STATE WINE & SPIRITS,53297.64000000018,0.017341665557951882
CAMPARI AMERICA,53274.849999999715,0.01733425028481645
MARTIGNETTI COMPANIES,53194.05000000007,0.01730796006676784
PERNOD RICARD USA,53144.77999999989,0.0172919288904898
DIAGEO NORTH AMERICA INC,53117.920000000195,0.017283189345232614
PERNOD RICARD USA,53117.00999999999,0.017282893254905514
DIAGEO NORTH AMERICA INC,53097.12000000012,0.017276421566328956
